label,text
spam,FLASH SALE 34H: Samsung giảm 69%. Số lượng có hạn!
spam,HOT DEAL TRONG NGÀY! iPad giá cực sốc 500đ. Mua tại: bit.ly/o3x7xs
spam,🎉 XIN CHÚC MỪNG! SĐT của bạn trúng IPHONE 15 PRO. Mã dự thưởng: VN31160. Gọi 0986266624!
spam,TRÚNG THƯỞNG! VNPay trao SAMSUNG S24 trị giá 10000đ. Xác nhận: bit.ly/lsjfa0
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
spam,TIN VUI! SIM của bạn trúng thưởng MACBOOK PRO M3. Gọi 0947783101 trong vòng 48h để nhận!
spam,HOT DEAL: Giảm 55% tại Shopee. Mã: SALE970. Hết hạn trong 6h!
ham,Does not operate after &lt;#&gt; or what
ham,You've always been the brainy one.
spam,SALE SỐC: Giảm đến 64% tablet. Truy cập m.shop.asia ngay!
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
spam,GIẢM GIÁ 55%: điện thoại. Click ngay: vn.claim-prize.net
spam,⚠️ CẢNH BÁO: Tài khoản Tài khoản ngân hàng của bạn có dấu hiệu bất thường. Xác minh: bit.ly/u05p7v
spam,🏦 KHOẢN VAY 10000M đã được duyệt cho bạn. Xác nhận nhận tiền: bit.ly/zcex8w
ham,&lt;#&gt; mins but i had to stop somewhere first.
spam,🔥 FLASH SALE 12h! iPad giảm 80%. MUA NGAY: bit.ly/z09t78
ham,Just come home. I don't want u to be miserable
spam,🔐 Tài khoản ngân hàng: Phát hiện đăng nhập lạ. Bảo vệ tài khoản ngay: bit.ly/0g1amr
spam,VIỆC LÀM TỰ DO! Thu nhập 10000k/tháng. Làm ở nhà. LH: 0950590259
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
spam,VAY ONLINE: Lãi suất 3%/tháng. Không thế chấp. Duyệt trong 2 ngày. Link: bit.ly/hjofuw
spam,CƠ HỘI ĐẦU TƯ: Lợi nhuận 47%/tháng. Tìm hiểu: app.invest.xyz
spam,KHUYẾN MÃI: thời trang giảm 75%. Áp dụng mã SALE100!
ham,Hi happy birthday. Hi hi hi hi hi hi hi
spam,CHÚC MỪNG! Bạn trúng XE SH từ Tiki. Liên hệ: 0949658199 để nhận ngay!
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 13trđ tại www.shop.online. Mã: SALE218
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
spam,🏆 GIẢI ĐẶC BIỆT! ĐỒNG HỒ APPLE WATCH dành cho bạn. NHANH TAY: bit.ly/woe35s
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,9h sáng mình đi ăn không? văn phòng nhé.
spam,TRÚNG THƯỞNG! Momo trao IPAD PRO trị giá 50000đ. Xác nhận: bit.ly/r52kpb
spam,TÀI KHOẢN CỦA BẠN: Cần cập nhật Internet Banking trước 2 ngày. Chi tiết: bit.ly/z09t78
ham,Meeting kế hoạch quý dời lại 8h. Nhớ chuẩn bị báo cáo.
spam,THÔNG BÁO BẢO MẬT: Ví điện tử yêu cầu xác thực lại. Link an toàn: bit.ly/af7hxx
spam,CƠHỘI ĐẦU TƯ! Ethereum tăng 50% trong tuần. Tài khoản demo: bit.ly/3xs1rf
ham,Hôm nay 2 giờ chiều mình xem phim nhé. Gặp ở trung tâm.
spam,🔥 FLASH SALE 12h! iPhone giảm 60%. MUA NGAY: bit.ly/r52kpb
ham,You were supposed to wake ME up &gt;:(
ham,Hôm nay 9h sáng mình đi gym nhé. Gặp ở trung tâm.
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
spam,🔥 FLASH SALE 2 ngày! Điện thoại giảm 90%. MUA NGAY: bit.ly/z09t78
spam,🏦 KHOẢN VAY 500M đã được duyệt cho bạn. Xác nhận nhận tiền: bit.ly/vi2nut
ham,Ok how you dear. Did you call chechi
spam,CƠHỘI ĐẦU TƯ! Dogecoin tăng 30% trong tuần. Tài khoản demo: bit.ly/afkpz9
spam,TRÚNG THƯỞNG! FPT trao ĐỒNG HỒ APPLE WATCH trị giá 10000đ. Xác nhận: bit.ly/xrvvnz
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
ham,"Yeah, probably earlier than that"
spam,KHẨN CẤP! Tài khoản ngân hàng của bạn sắp bị khóa. Cập nhật thông tin tại: bit.ly/6dgkyc
ham,Ok u can take me shopping when u get paid =D
ham,Oh. U must have taken your REAL Valentine out shopping first.
spam,⚡ KHUYẾN MÃI LỚN! Giảm đến 50% mỹ phẩm. Số lượng có hạn!
ham,Hi:)did you asked to waheeda fathima about leave?
spam,GIẢM GIÁ 55%: iPad. Click ngay: app.shop.online
ham,Raviyog Peripherals bhayandar east
spam,TRÚNG THƯỞNG! Tiki trao AIRPODS PRO trị giá 500đ. Xác nhận: bit.ly/af7hxx
spam,VAY ONLINE: Lãi suất 1.5%/tháng. Không thế chấp. Duyệt trong 24h. Link: bit.ly/hjofuw
spam,BÍ QUYẾT ĐẦU TƯ Dogecoin sinh lời 200%/tháng. Tham gia: bit.ly/r52kpb
spam,TIN VUI! SIM của bạn trúng thưởng TV SONY 4K. Gọi 0903479420 trong vòng 41h để nhận!
spam,🏆 GIẢI ĐẶC BIỆT! MACBOOK dành cho bạn. NHANH TAY: bit.ly/4rkg54
spam,THÔNG BÁO BẢO MẬT: Internet Banking yêu cầu xác thực lại. Link an toàn: bit.ly/4rkg54
spam,TÀI KHOẢN CỦA BẠN: Cần cập nhật Internet Banking trước 6h. Chi tiết: bit.ly/3xs1rf
ham,Họp review chuyển sang 9h sáng nhé. Nhớ mang tài liệu.
spam,HOT DEAL TRONG NGÀY! Laptop giá cực sốc 2000đ. Mua tại: bit.ly/0g1amr
ham,Họp chiến dịch mới chuyển sang 2 giờ chiều nhé. Nhớ mang báo cáo.
ham,Hôm nay 8h mình đi dạo nhé. Gặp ở thư viện.
spam,VIỆC LÀM TỰ DO! Thu nhập 1000k/tháng. Làm ở nhà. LH: 0949658199
ham,Mình vừa xem phim xong. Hôm nay mệt quá!
spam,💥 SIÊU GIẢM GIÁ! đồ công nghệ giảm 80%. Thanh toán ZaloPay giảm thêm!
spam,TIN VUI! SIM của bạn trúng thưởng IPHONE 15 PRO MAX. Gọi 0917404929 trong vòng 25h để nhận!
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Shb b ok lor... Thanx...
spam,XIN CHÚC MỪNG! Bạn được chọn nhận XE SH MODE. Xác nhận ngay: m.claim-prize.xyz
spam,HOT DEAL: Giảm 38% tại Sendo. Mã: SALE712. Hết hạn trong 1h!
ham,Just got to &lt;#&gt;
spam,🔥 FLASH SALE 48h! Máy giặt giảm 70%. MUA NGAY: bit.ly/xjf0ac
ham,Mm have some kanji dont eat anything heavy ok
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Smith waste da.i wanna gayle.
ham,Tối nay 12h mình xem phim nhé. trung tâm như mọi khi.
spam,"VAY NHANH 500 TRIỆU! Lãi 2%, không giữ giấy tờ. Gọi: 0968884154"
ham,2 giờ chiều mình đi gym không? trung tâm nhé.
spam,GIẢM GIÁ 60%: máy giặt. Click ngay: www.invest.asia
ham,Im done. Just studyn in library
spam,"💰 CẦN TIỀN GẤP? Vay 500 triệu, giải ngân sau 24h. Đăng ký: bit.ly/lvcwfy"
ham,I'm meeting Darren...
spam,ƯU ĐÃI LỚN: Mua Samsung chỉ với 2000000trđ tại www.invest.asia. Mã: SALE242
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,Họp review chuyển sang 16h45 nhé. Nhớ mang presentation.
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt; worth tonight if possible
spam,VAY ONLINE: Lãi suất 1.5%/tháng. Không thế chấp. Duyệt trong 2 ngày. Link: bit.ly/a76d4d
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Bạn ơi, bạn có laptop không? chuẩn bị thi ạ."
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Kay... Since we are out already
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Still at west coast... Haiz... Ü'll take forever to come back...
spam,CHÚC MỪNG! Bạn đã trúng MACBOOK PRO M3 trị giá 500000đ. Liên hệ 0917945008 để nhận quà!
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam,"💰 CẦN TIỀN GẤP? Vay 20000 triệu, giải ngân sau 24h. Đăng ký: bit.ly/sg7a07"
ham,Cuộc họp chiến dịch mới lùi sang 2 giờ chiều. Đừng quên số liệu.
ham,I have printed it oh. So &lt;#&gt; come upstairs
spam,"💼 TUYỂN DỤNG GẤP! Lương 20000k/tháng, làm online. Đăng ký: bit.ly/uz8hsp"
ham,16h45 mình học bài không? công viên nhé.
spam,TIN VUI! Bạn được chọn nhận IPHONE 15 PRO. Click: bit.ly/hjofuw hoặc gọi 0971444283 trước 12h!
spam,ƯU ĐÃI LỚN: Mua điện thoại chỉ với 1000000trđ tại m.secure.com. Mã: SALE447
spam,FLASH SALE 12H: laptop giảm 65%. Số lượng có hạn!
spam,HOT DEAL: Giảm 46% tại Tiki. Mã: SALE487. Hết hạn trong 22h!
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 47h. LH: vn.loan.net"
ham,K.k:)advance happy pongal.
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
spam,SALE SỐC: Giảm đến 46% mỹ phẩm. Truy cập www.shop.vn ngay!
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
spam,HOT DEAL: Giảm 65% tại Tiki. Mã: SALE320. Hết hạn trong 12h!
spam,KHÓA HỌC ĐẦU TƯ Ethereum chỉ 2000000kđ. Đăng ký: www.shop.com
spam,GIẢM GIÁ 55%: Samsung. Click ngay: app.loan.online
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,Dear where you will be when i reach there
spam,BÍ QUYẾT ĐẦU TƯ Bitcoin sinh lời 30%/tháng. Tham gia: bit.ly/afkpz9
spam,FLASH SALE 15H: iPad giảm 70%. Số lượng có hạn!
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,By monday next week. Give me the full gist
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt; lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
spam,TIN VUI! SIM của bạn trúng thưởng TV SONY 4K. Gọi 0909394714 trong vòng 32h để nhận!
ham,Tối nay 9h sáng mình xem phim nhé. công viên như mọi khi.
ham,....photoshop makes my computer shut down.
spam,TRÚNG THƯỞNG! FPT trao MACBOOK trị giá 5000đ. Xác nhận: bit.ly/qym0uk
ham,So wats ur opinion abt him and how abt is character?
spam,HOT DEAL: Giảm 34% tại TikTok Shop. Mã: SALE609. Hết hạn trong 36h!
ham,Oh ok no prob..
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,Tối nay 10h mình xem phim nhé. công viên như mọi khi.
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,Umma my life and vava umma love you lot dear
ham,No plm i will come da. On the way.
spam,HOT DEAL: Giảm 39% tại Shopee. Mã: SALE205. Hết hạn trong 15h!
spam,FLASH SALE 25H: iPhone giảm 35%. Số lượng có hạn!
spam,"💰 CẦN TIỀN GẤP? Vay 2000 triệu, giải ngân sau 24h. Đăng ký: bit.ly/zcex8w"
spam,💥 SIÊU GIẢM GIÁ! mỹ phẩm giảm 80%. Thanh toán Internet Banking giảm thêm!
spam,"💰 CẦN TIỀN GẤP? Vay 1000 triệu, giải ngân sau 3h. Đăng ký: bit.ly/ny7vc3"
ham,What was she looking for?
spam,"VAY NHANH 50000 TRIỆU! Lãi 0.5%, không giữ giấy tờ. Gọi: 0949658199"
spam,⚡ KHUYẾN MÃI LỚN! Giảm đến 50% điện tử. Số lượng có hạn!
ham,Aight sorry I take ten years to shower. What's the plan?
spam,FLASH SALE 4H: Samsung giảm 59%. Số lượng có hạn!
spam,PRIVATE! Your 2003 Account Statement for 078
spam,KHẨN CẤP! Ví điện tử của bạn sắp bị khóa. Cập nhật thông tin tại: bit.ly/woe35s
spam,THÔNG BÁO BẢO MẬT: Ví điện tử yêu cầu xác thực lại. Link an toàn: bit.ly/xrvvnz
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Doing project w frens lor.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
spam,⚠️ CẢNH BÁO: Tài khoản MoMo của bạn có dấu hiệu bất thường. Xác minh: bit.ly/4rkg54
spam,CƠHỘI ĐẦU TƯ! Bitcoin tăng 50% trong tuần. Tài khoản demo: bit.ly/o3x7xs
spam,SALE SỐC: Giảm đến 47% mỹ phẩm. Truy cập www.shop.net ngay!
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
spam,🔥 FLASH SALE 12h! iPad giảm 80%. MUA NGAY: bit.ly/af7hxx
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,How long does applebees fucking take
spam,CHÚC MỪNG! Bạn trúng XE SH từ Lazada. Liên hệ: 0954164682 để nhận ngay!
spam,SALE SỐC: Giảm đến 43% điện tử. Truy cập www.shop.online ngay!
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,"💰 CẦN TIỀN GẤP? Vay 2000 triệu, giải ngân sau 24h. Đăng ký: bit.ly/u05p7v"
spam,💎 TRADE BNB - Lời 100% chỉ trong 3h! Đăng ký: bit.ly/4rkg54
spam,CƠHỘI ĐẦU TƯ! Crypto tăng 50% trong tuần. Tài khoản demo: bit.ly/u05p7v
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Who's there say hi to our drugdealer
ham,Lol boo I was hoping for a laugh
spam,TRÚNG THƯỞNG! Shopee trao XE SH trị giá 5000đ. Xác nhận: bit.ly/woe35s
spam,CHÚC MỪNG! Bạn trúng ĐỒNG HỒ APPLE WATCH từ Lazada. Liên hệ: 0955172558 để nhận ngay!
spam,📈 KIẾM 10000K/NGÀY từ BNB! Khóa học MIỄN PHÍ: bit.ly/afkpz9
spam,CƠHỘI ĐẦU TƯ! Dogecoin tăng 50% trong tuần. Tài khoản demo: bit.ly/thu4qz
ham,Buổi họp kế hoạch quý sang 2 giờ chiều. Mang theo số liệu nhé.
spam,BẠN ĐÃ TRÚNG! TV SONY 8K trị giá 20000000đ từ FPT. Xác nhận tại: www.invest.asia
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Do you hide anythiing or keeping distance from me
spam,FLASH SALE 42H: AirPods giảm 38%. Số lượng có hạn!
ham,I not at home now lei...
spam,BÍ QUYẾT KIẾM 10000000đ/NGÀY từ Ethereum. Tham gia ngay: m.secure.com
spam,📈 KIẾM 1000K/NGÀY từ Forex! Khóa học MIỄN PHÍ: bit.ly/o3x7xs
ham,My sister got placed in birla soft da:-)
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
spam,HOT DEAL: Giảm 60% tại Tiki. Mã: SALE394. Hết hạn trong 8h!
ham,"Right on brah, see you later"
ham,PS U no ur a grown up now right?
spam,💥 SIÊU GIẢM GIÁ! gia dụng giảm 50%. Thanh toán Internet Banking giảm thêm!
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
spam,🔥 FLASH SALE 12h! Samsung giảm 60%. MUA NGAY: bit.ly/4rkg54
spam,⚡ KHUYẾN MÃI LỚN! Giảm đến 70% mỹ phẩm. Số lượng có hạn!
spam,"💼 TUYỂN DỤNG GẤP! Lương 5000k/tháng, làm online. Đăng ký: bit.ly/z09t78"
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
ham,Wat time ü wan today?
spam,🚀 Forex SẮP TĂNG GIÁ! Mua ngay hôm nay. Hướng dẫn: bit.ly/hynmnc
ham,"Damn, poor zac doesn't stand a chance"
ham,Moji i love you more than words. Have a rich day
spam,🚀 Crypto SẮP TĂNG GIÁ! Mua ngay hôm nay. Hướng dẫn: bit.ly/3xs1rf
spam,"VAY NHANH 10000 TRIỆU! Lãi 0.5%, không giữ giấy tờ. Gọi: 0905012250"
ham,I'm leaving my house now...
ham,Dont pick up d call when something important is There to tell. Hrishi
